,Open,High,Low,Close,Adj Close,Volume
2021-09-07 09:30:00-04:00,1575.31005859375,1583.010009765625,1558.1800537109375,1564.27001953125,1564.27001953125,12033
2021-09-07 10:30:00-04:00,1559.800048828125,1572.385009765625,1559.800048828125,1570.3699951171875,1570.3699951171875,7582
2021-09-07 11:30:00-04:00,1571.1600341796875,1579.9200439453125,1567.27001953125,1573.1199951171875,1573.1199951171875,6036
2021-09-07 12:30:00-04:00,1574.324951171875,1575.6800537109375,1570.81005859375,1571.969970703125,1571.969970703125,4896
2021-09-07 13:30:00-04:00,1574.0999755859375,1578.0400390625,1570.449951171875,1578.0400390625,1578.0400390625,8025
2021-09-07 14:30:00-04:00,1578.449951171875,1581.469970703125,1576.7900390625,1580.2149658203125,1580.2149658203125,7648
2021-09-07 15:30:00-04:00,1580.3399658203125,1581.719970703125,1576.3299560546875,1581.510009765625,1581.510009765625,13239
2021-09-08 09:30:00-04:00,1582.22998046875,1594.844970703125,1581.1400146484375,1587.93505859375,1587.93505859375,8786
2021-09-08 10:30:00-04:00,1584.1800537109375,1596.56005859375,1584.1800537109375,1596.56005859375,1596.56005859375,5598
2021-09-08 11:30:00-04:00,1592.969970703125,1598.469970703125,1592.969970703125,1598.469970703125,1598.469970703125,2629
2021-09-08 12:30:00-04:00,1599.4200439453125,1608.469970703125,1599.31005859375,1608.469970703125,1608.469970703125,8281
2021-09-08 13:30:00-04:00,1607.8900146484375,1610.8299560546875,1607.8900146484375,1610.8299560546875,1610.8299560546875,4682
2021-09-08 14:30:00-04:00,1609.6800537109375,1613.7850341796875,1605.9549560546875,1607.9000244140625,1607.9000244140625,8562
2021-09-08 15:30:00-04:00,1604.7900390625,1607.4000244140625,1602.280029296875,1605.7900390625,1605.7900390625,14622
2021-09-09 09:30:00-04:00,1615.1600341796875,1616.0899658203125,1603.4300537109375,1606.8800048828125,1606.8800048828125,6167
2021-09-09 10:30:00-04:00,1603.1099853515625,1603.6500244140625,1594.3800048828125,1594.4200439453125,1594.4200439453125,6684
2021-09-09 11:30:00-04:00,1598.800048828125,1598.800048828125,1587.0799560546875,1589.4599609375,1589.4599609375,4872
2021-09-09 12:30:00-04:00,1587.0799560546875,1587.0799560546875,1580.0699462890625,1583.06005859375,1583.06005859375,6345
2021-09-09 13:30:00-04:00,1581.9000244140625,1582.4000244140625,1580.5699462890625,1580.8800048828125,1580.8800048828125,4010
2021-09-09 14:30:00-04:00,1585.31494140625,1588.6500244140625,1585.31494140625,1588.1300048828125,1588.1300048828125,3883
2021-09-09 15:30:00-04:00,1588.1300048828125,1591.2550048828125,1584.760009765625,1587.0699462890625,1587.0699462890625,12691
2021-09-10 09:30:00-04:00,1596.68994140625,1608.364990234375,1593.4599609375,1602.81005859375,1602.81005859375,9006
2021-09-10 10:30:00-04:00,1599.3399658203125,1610.3199462890625,1599.27001953125,1606.7099609375,1606.7099609375,6729
2021-09-10 11:30:00-04:00,1607.75,1626.5899658203125,1607.75,1624.989990234375,1624.989990234375,10743
2021-09-10 12:30:00-04:00,1624.280029296875,1626.6199951171875,1611.7900390625,1613.6800537109375,1613.6800537109375,12443
2021-09-10 13:30:00-04:00,1611.8499755859375,1613.9000244140625,1578.030029296875,1594.1800537109375,1594.1800537109375,30475
2021-09-10 14:30:00-04:00,1596.469970703125,1600.6099853515625,1596.469970703125,1597.22998046875,1597.22998046875,5532
2021-09-10 15:30:00-04:00,1598.5699462890625,1601.6300048828125,1593.25,1593.25,1593.25,11231
