,Open,High,Low,Close,Adj Close,Volume
2021-09-07 09:30:00-04:00,92.80999755859375,92.97000122070312,92.26000213623047,92.31999969482422,92.31999969482422,417438
2021-09-07 10:30:00-04:00,92.29000091552734,92.76000213623047,92.29000091552734,92.58000183105469,92.58000183105469,338165
2021-09-07 11:30:00-04:00,92.58000183105469,92.69999694824219,92.41500091552734,92.5,92.5,216415
2021-09-07 12:30:00-04:00,92.51000213623047,92.5250015258789,92.11000061035156,92.29000091552734,92.29000091552734,215379
2021-09-07 13:30:00-04:00,92.29000091552734,92.69499969482422,92.12000274658203,92.65499877929688,92.65499877929688,299052
2021-09-07 14:30:00-04:00,92.66000366210938,92.88999938964844,92.41010284423828,92.41010284423828,92.41010284423828,277041
2021-09-07 15:30:00-04:00,92.41000366210938,92.51000213623047,92.11000061035156,92.22000122070312,92.22000122070312,607327
2021-09-08 09:30:00-04:00,92.30999755859375,92.30999755859375,91.5,92.16999816894531,92.16999816894531,340637
2021-09-08 10:30:00-04:00,92.16999816894531,92.91999816894531,91.97000122070312,92.4800033569336,92.4800033569336,298416
2021-09-08 11:30:00-04:00,92.47000122070312,92.98999786376953,92.45999908447266,92.86000061035156,92.86000061035156,300029
2021-09-08 12:30:00-04:00,92.83999633789062,92.94000244140625,92.52999877929688,92.73999786376953,92.73999786376953,305855
2021-09-08 13:30:00-04:00,92.73829650878906,93.19000244140625,92.68000030517578,93.16000366210938,93.16000366210938,350191
2021-09-08 14:30:00-04:00,93.15499877929688,93.46499633789062,93.12999725341797,93.29000091552734,93.29000091552734,267027
2021-09-08 15:30:00-04:00,93.29000091552734,93.375,92.95999908447266,93.08000183105469,93.08000183105469,553129
2021-09-09 09:30:00-04:00,93.11000061035156,93.25,91.8499984741211,91.875,91.875,332515
2021-09-09 10:30:00-04:00,91.88999938964844,91.91999816894531,91.20999908447266,91.37999725341797,91.37999725341797,342944
2021-09-09 11:30:00-04:00,91.38500213623047,91.5999984741211,90.97000122070312,91.08000183105469,91.08000183105469,389355
2021-09-09 12:30:00-04:00,91.08000183105469,91.55000305175781,91.02339935302734,91.19000244140625,91.19000244140625,312080
2021-09-09 13:30:00-04:00,91.16999816894531,91.51499938964844,91.0,91.37999725341797,91.37999725341797,428638
2021-09-09 14:30:00-04:00,91.4000015258789,91.41899871826172,91.08000183105469,91.31999969482422,91.31999969482422,277852
2021-09-09 15:30:00-04:00,91.30999755859375,91.44999694824219,91.13999938964844,91.19000244140625,91.19000244140625,628151
2021-09-10 09:30:00-04:00,91.37000274658203,91.69000244140625,90.94999694824219,91.0199966430664,91.0199966430664,466295
2021-09-10 10:30:00-04:00,90.98999786376953,91.13999938964844,90.45999908447266,90.62000274658203,90.62000274658203,287864
2021-09-10 11:30:00-04:00,90.61000061035156,91.15499877929688,90.61000061035156,91.05500030517578,91.05500030517578,222603
2021-09-10 12:30:00-04:00,91.04989624023438,91.13999938964844,90.66999816894531,90.67500305175781,90.67500305175781,215102
2021-09-10 13:30:00-04:00,90.66999816894531,90.95500183105469,90.62999725341797,90.83000183105469,90.83000183105469,209098
2021-09-10 14:30:00-04:00,90.83000183105469,90.83000183105469,90.5,90.53500366210938,90.53500366210938,354051
2021-09-10 15:30:00-04:00,90.51499938964844,90.54000091552734,90.12999725341797,90.23999786376953,90.23999786376953,564911
