,Open,High,Low,Close,Adj Close,Volume
2021-09-07 09:30:00-04:00,226.74000549316406,227.94000244140625,225.86000061035156,227.0399932861328,227.0399932861328,2142814
2021-09-07 10:30:00-04:00,227.07000732421875,227.91000366210938,226.8000030517578,227.30499267578125,227.30499267578125,1164365
2021-09-07 11:30:00-04:00,227.32000732421875,228.0,226.98500061035156,227.0500030517578,227.0500030517578,1227905
2021-09-07 12:30:00-04:00,227.02999877929688,227.07000732421875,226.35000610351562,226.5399932861328,226.5399932861328,957944
2021-09-07 13:30:00-04:00,226.5500030517578,227.10499572753906,226.47999572753906,226.72999572753906,226.72999572753906,715375
2021-09-07 14:30:00-04:00,226.73500061035156,226.74000549316406,225.8699951171875,226.3134002685547,226.3134002685547,845916
2021-09-07 15:30:00-04:00,226.30999755859375,226.36000061035156,225.9199981689453,226.27999877929688,226.27999877929688,869458
2021-09-08 09:30:00-04:00,227.3800048828125,228.97999572753906,227.0399932861328,228.02000427246094,228.02000427246094,1799039
2021-09-08 10:30:00-04:00,228.02000427246094,229.639892578125,227.38780212402344,229.0500030517578,229.0500030517578,1019675
2021-09-08 11:30:00-04:00,229.0500030517578,230.02769470214844,228.77999877929688,230.0,230.0,978806
2021-09-08 12:30:00-04:00,230.01499938964844,230.22250366210938,229.57640075683594,229.96600341796875,229.96600341796875,647364
2021-09-08 13:30:00-04:00,229.96800231933594,230.05999755859375,229.6584014892578,229.8498992919922,229.8498992919922,569123
2021-09-08 14:30:00-04:00,229.83999633789062,229.91400146484375,229.1199951171875,229.50999450683594,229.50999450683594,937676
2021-09-08 15:30:00-04:00,229.5,229.5850067138672,228.8800048828125,229.24000549316406,229.24000549316406,1088482
2021-09-09 09:30:00-04:00,229.30999755859375,230.0,228.05999755859375,229.5,229.5,1640068
2021-09-09 10:30:00-04:00,229.47999572753906,229.63499450683594,228.25,228.25,228.25,867974
2021-09-09 11:30:00-04:00,228.25999450683594,228.77999877929688,227.94000244140625,228.5800018310547,228.5800018310547,555387
2021-09-09 12:30:00-04:00,228.55999755859375,228.57000732421875,227.4499969482422,227.69000244140625,227.69000244140625,441790
2021-09-09 13:30:00-04:00,227.6699981689453,227.83999633789062,227.10000610351562,227.75999450683594,227.75999450683594,544808
2021-09-09 14:30:00-04:00,227.77000427246094,227.83999633789062,227.3000030517578,227.61000061035156,227.61000061035156,470307
2021-09-09 15:30:00-04:00,227.61000061035156,228.11000061035156,227.32000732421875,227.50999450683594,227.50999450683594,625694
2021-09-10 09:30:00-04:00,229.85000610351562,230.0399932861328,225.22999572753906,226.18499755859375,226.18499755859375,1535622
2021-09-10 10:30:00-04:00,226.19000244140625,226.49989318847656,225.67010498046875,226.0800018310547,226.0800018310547,862116
2021-09-10 11:30:00-04:00,226.05999755859375,226.7100067138672,225.63999938964844,226.3800048828125,226.3800048828125,587408
2021-09-10 12:30:00-04:00,226.389892578125,226.9600067138672,226.14999389648438,226.52000427246094,226.52000427246094,395163
2021-09-10 13:30:00-04:00,226.50999450683594,226.75,226.1199951171875,226.1300048828125,226.1300048828125,367736
2021-09-10 14:30:00-04:00,226.1300048828125,226.25999450683594,225.72999572753906,225.77000427246094,225.77000427246094,445038
2021-09-10 15:30:00-04:00,225.75,225.78500366210938,224.83999633789062,224.92999267578125,224.92999267578125,860453
