,Open,High,Low,Close,Adj Close,Volume
2021-09-07 09:30:00-04:00,374.0,374.0,367.6700134277344,368.69000244140625,368.69000244140625,67581
2021-09-07 10:30:00-04:00,368.2200012207031,370.0299987792969,367.25,370.0299987792969,370.0299987792969,26495
2021-09-07 11:30:00-04:00,370.489990234375,370.79998779296875,368.9849853515625,369.9700012207031,369.9700012207031,21284
2021-09-07 12:30:00-04:00,370.2449951171875,370.67999267578125,369.9800109863281,369.9800109863281,369.9800109863281,17154
2021-09-07 13:30:00-04:00,369.6499938964844,370.42608642578125,368.7300109863281,369.5799865722656,369.5799865722656,16930
2021-09-07 14:30:00-04:00,369.5899963378906,370.94000244140625,369.5899963378906,370.510009765625,370.510009765625,17965
2021-09-07 15:30:00-04:00,370.3299865722656,370.6000061035156,369.55999755859375,369.8800048828125,369.8800048828125,64278
2021-09-08 09:30:00-04:00,369.1400146484375,369.3800048828125,366.7799987792969,367.3399963378906,367.3399963378906,30452
2021-09-08 10:30:00-04:00,367.6000061035156,367.6300048828125,363.6499938964844,364.0299987792969,364.0299987792969,56635
2021-09-08 11:30:00-04:00,364.2049865722656,366.75,363.57000732421875,366.5450134277344,366.5450134277344,30619
2021-09-08 12:30:00-04:00,366.7099914550781,367.0299987792969,365.45001220703125,366.010009765625,366.010009765625,18192
2021-09-08 13:30:00-04:00,366.0799865722656,367.3299865722656,365.7099914550781,367.0,367.0,29798
2021-09-08 14:30:00-04:00,366.6199951171875,367.4200134277344,365.9700012207031,367.29998779296875,367.29998779296875,33042
2021-09-08 15:30:00-04:00,367.25,368.2699890136719,367.1000061035156,368.2300109863281,368.2300109863281,56991
2021-09-09 09:30:00-04:00,368.5199890136719,371.489990234375,365.7699890136719,370.8699951171875,370.8699951171875,28267
2021-09-09 10:30:00-04:00,371.3399963378906,371.70001220703125,369.9359130859375,370.2900085449219,370.2900085449219,20707
2021-09-09 11:30:00-04:00,369.8800048828125,370.1400146484375,368.5799865722656,369.5376892089844,369.5376892089844,9249
2021-09-09 12:30:00-04:00,369.2099914550781,369.2300109863281,367.2749938964844,367.2749938964844,367.2749938964844,12294
2021-09-09 13:30:00-04:00,366.79998779296875,367.3599853515625,366.04010009765625,366.8136901855469,366.8136901855469,17335
2021-09-09 14:30:00-04:00,366.7550048828125,368.760009765625,366.0150146484375,368.6000061035156,368.6000061035156,44525
2021-09-09 15:30:00-04:00,367.9599914550781,368.8500061035156,367.5799865722656,367.8900146484375,367.8900146484375,26748
2021-09-10 09:30:00-04:00,370.7200012207031,373.07000732421875,370.2300109863281,372.3599853515625,372.3599853515625,27970
2021-09-10 10:30:00-04:00,372.20001220703125,373.42498779296875,371.0799865722656,373.42498779296875,373.42498779296875,22459
2021-09-10 11:30:00-04:00,373.4100036621094,375.95001220703125,373.4100036621094,375.8500061035156,375.8500061035156,22256
2021-09-10 12:30:00-04:00,375.9700012207031,377.2799987792969,375.1600036621094,375.1600036621094,375.1600036621094,19100
2021-09-10 13:30:00-04:00,375.03369140625,375.5035095214844,373.2799987792969,373.56671142578125,373.56671142578125,18287
2021-09-10 14:30:00-04:00,373.3500061035156,373.3500061035156,371.7820129394531,372.30999755859375,372.30999755859375,19183
2021-09-10 15:30:00-04:00,372.0096130371094,372.0199890136719,369.3299865722656,369.3299865722656,369.3299865722656,76196
