,Open,High,Low,Close,Adj Close,Volume
2021-09-08 13:30:00-04:00,160.3699951171875,160.4499969482422,160.13690185546875,160.13690185546875,160.13690185546875,370401
2021-09-08 14:30:00-04:00,160.1571044921875,160.5399932861328,160.0800018310547,160.27999877929688,160.27999877929688,455746
2021-09-08 15:30:00-04:00,160.27999877929688,160.7100067138672,160.1999969482422,160.69000244140625,160.69000244140625,723145
2021-09-10 09:30:00-04:00,163.33999633789062,165.5399932861328,163.33999633789062,165.07000732421875,165.07000732421875,803835
2021-09-10 10:30:00-04:00,164.97000122070312,165.2449951171875,164.41000366210938,164.44000244140625,164.44000244140625,528386
2021-09-10 11:30:00-04:00,164.39999389648438,165.14999389648438,164.24000549316406,165.0966033935547,165.0966033935547,434628
2021-09-10 12:30:00-04:00,165.13999938964844,165.65420532226562,165.11000061035156,165.32000732421875,165.32000732421875,322310
2021-09-10 13:30:00-04:00,165.32000732421875,165.50999450683594,164.9600067138672,164.97500610351562,164.97500610351562,314520
2021-09-10 14:30:00-04:00,164.99000549316406,165.07000732421875,164.38169860839844,164.47000122070312,164.47000122070312,436701
2021-09-10 15:30:00-04:00,164.44000244140625,164.44000244140625,163.44000244140625,163.69000244140625,163.69000244140625,729165
