,Open,High,Low,Close,Adj Close,Volume
2021-09-08 13:30:00-04:00,67.33999633789062,67.41999816894531,67.2699966430664,67.37999725341797,67.37999725341797,309808
2021-09-08 14:30:00-04:00,67.37000274658203,67.45999908447266,67.32779693603516,67.32779693603516,67.32779693603516,426525
2021-09-08 15:30:00-04:00,67.32499694824219,67.44000244140625,67.2249984741211,67.30999755859375,67.30999755859375,721936
2021-09-10 09:30:00-04:00,67.18000030517578,67.18000030517578,66.33000183105469,66.75,66.75,752026
2021-09-10 10:30:00-04:00,66.7300033569336,66.83000183105469,66.33000183105469,66.33999633789062,66.33999633789062,539894
2021-09-10 11:30:00-04:00,66.33999633789062,66.375,66.11000061035156,66.30999755859375,66.30999755859375,414542
2021-09-10 12:30:00-04:00,66.30000305175781,66.30000305175781,66.12000274658203,66.19499969482422,66.19499969482422,254328
2021-09-10 13:30:00-04:00,66.19999694824219,66.31999969482422,66.19499969482422,66.29000091552734,66.29000091552734,297834
2021-09-10 14:30:00-04:00,66.28939819335938,66.58499908447266,66.27999877929688,66.55999755859375,66.55999755859375,362288
2021-09-10 15:30:00-04:00,66.56999969482422,66.56999969482422,66.16999816894531,66.23999786376953,66.23999786376953,612130
