,Open,High,Low,Close,Adj Close,Volume
2021-09-08 13:30:00-04:00,102.25499725341797,102.3499984741211,102.11000061035156,102.16999816894531,102.16999816894531,33994
2021-09-08 14:30:00-04:00,102.16500091552734,102.36000061035156,102.13500213623047,102.19000244140625,102.19000244140625,43551
2021-09-08 15:30:00-04:00,102.18000030517578,102.5,102.15640258789062,102.44999694824219,102.44999694824219,73952
2021-09-10 09:30:00-04:00,103.80000305175781,103.83999633789062,102.16999816894531,102.48999786376953,102.48999786376953,62174
2021-09-10 10:30:00-04:00,102.27999877929688,102.63999938964844,102.13999938964844,102.53500366210938,102.53500366210938,67373
2021-09-10 11:30:00-04:00,102.56999969482422,103.0,102.5199966430664,102.88999938964844,102.88999938964844,71842
2021-09-10 12:30:00-04:00,102.91999816894531,103.2300033569336,102.91999816894531,103.07499694824219,103.07499694824219,50440
2021-09-10 13:30:00-04:00,103.0199966430664,103.19999694824219,102.95999908447266,103.0999984741211,103.0999984741211,60602
2021-09-10 14:30:00-04:00,103.0999984741211,103.11000061035156,102.80999755859375,102.98999786376953,102.98999786376953,92619
2021-09-10 15:30:00-04:00,102.94000244140625,102.97000122070312,102.47000122070312,102.66500091552734,102.66500091552734,141955
