,Open,High,Low,Close,Adj Close,Volume
2021-09-08 13:30:00-04:00,76.45999908447266,76.58999633789062,76.37999725341797,76.5199966430664,76.5199966430664,106490
2021-09-08 14:30:00-04:00,76.51000213623047,76.7699966430664,76.48500061035156,76.6050033569336,76.6050033569336,190559
2021-09-08 15:30:00-04:00,76.5999984741211,76.62899780273438,76.35990142822266,76.41000366210938,76.41000366210938,330231
2021-09-10 09:30:00-04:00,78.34950256347656,78.375,77.52999877929688,77.5999984741211,77.5999984741211,218415
2021-09-10 10:30:00-04:00,77.5999984741211,78.08000183105469,77.08000183105469,78.05999755859375,78.05999755859375,272417
2021-09-10 11:30:00-04:00,78.06999969482422,78.19000244140625,77.69999694824219,77.79000091552734,77.79000091552734,292990
2021-09-10 12:30:00-04:00,77.79000091552734,77.79000091552734,77.30000305175781,77.30000305175781,77.30000305175781,152105
2021-09-10 13:30:00-04:00,77.29499816894531,77.55000305175781,77.1500015258789,77.36380004882812,77.36380004882812,163281
2021-09-10 14:30:00-04:00,77.37000274658203,77.41999816894531,77.0250015258789,77.0250015258789,77.0250015258789,173739
2021-09-10 15:30:00-04:00,77.03500366210938,77.05999755859375,76.54000091552734,76.55999755859375,76.55999755859375,424172
